Tweet,Sentiment
"@l0veNashia follow back :)","positive"
".@IgniteRadio1 @yukyuks It was a great night out :)","positive"
"This is happening NOW! :) http://t.co/JWsQh11qcD","positive"
"@AmandaShayne Hey darlin', you have a new mailing address, yes? Do you mind emailing or DMing it? I'm sending you some swag. :)","positive"
"@Anon4Jesus86 @DDP9784 @house379 @1_5juanitaw @jr_witter @JNelson0991 @pioneerman09 @My_onesafe_soul thank you big bro! :) Love you!!","positive"
"hmu if you want to see the theory of everything bc you know I'll be seeing it (roughly) a thousand more times anyway :-)","positive"
"@sasukezero4 Hahaha thanks ! :) Appreciated!","positive"
"@Izzysomean follow me :) and I'll follow you back. thank you","positive"
"@DaneJoey @KevinTichio @Fifi_Bergere You guys are indefatigable! I'll have to catch up on this later :)","positive"
"@Fauteauxx I prefer meth :)","positive"
"@ReadEatWriteRun thanks :) went to work. was good that I did.quads are sore which is kinda unusual for me but hip, knee, foot all ok","positive"
"RT @INCHERWETRUST: @MarkTylerMusic @MetamorphosisMC You're welcome :) http://t.co/lfy05qT0Bs","positive"
"@eleusism @djprincessleigh @djalice1075 @xelletweets i wasn't able to meet them i arrived late yesterday...nxt time :)","positive"
"@Bukkakeiero this is getting really unhealthy :)","positive"
"I'm in love with @iamchrisjamison :)","positive"
"i would drive 16 mins to another school then go to hamilton :)","positive"
"@meggersly20 @RNYBrooke @netflix  I love me some cheesy so I will definitely watch it! I ended up watching All I Want For Christmas. :)","positive"
"@wdwalex @thomasgalicia THATS what a should've looks like :)","positive"
"@LoveMyOpinions what's /where he at? :)","positive"
"Mention :))","positive"
"alleykklsn: We did it!! Our 7th and last banner for #MAMA2014 :D Inner circles are daebakkkk!! #WINNER http://t.co/1Y75BITebF","positive"
"#Beautiful churches, ancient buildings, not to much of these in Miami lol. Esto no se ve en Miami :),… http://t.co/XaRnb2IY9Q","positive"
"@shaheer_s Good Morning #Superman Have A Rocking Day #300kOfShaheer #300kOfShaheer #300kOfShaheer #300kOfShaheer #300kOfShaheer :)","positive"
"Hi @gameloft we are fans, can you followback me ? :) #9","positive"
"Goodnight :))","positive"
"Kids got to meet Elsa and Anna :) http://t.co/hYzGjMLUtV","positive"
"@urrone TWEET AWAY, HERE FOR THIS :D","positive"
"@dshbrds you have a 3ds? If so, i'd like to add you! :D","positive"
"@hachidorii @Shufflejoy I can be *very* lewd, like completely obscene :)","positive"
"@MilesToGoSports Hey, I think you know this guy!  :) http://t.co/V1o8jCGuNP","positive"
"tagged by @swiftandhoran -track 10 of 1989 :)- I tag all of you http://t.co/etvCh5AnIW","positive"
"@ohbrookelyn_ you make me so happy :-)","positive"
"@Caniffs_Nipple follow me :D","positive"
"@kei_cro yeah perfect assholes :)","positive"
"@WWE @WWEAJLee @NatbyNature @NaomiWWE @AliciaFoxy  I would choose all of the above, since the gals are very sexy:):):)","positive"
"We have a new name! What do you think of it? :) http://t.co/pS3OHYWUq9","positive"
"how did chairman zz become ur source of happiness? :> — :) http://t.co/PeqFvWsW77","positive"
"Hanging out with JANUS today, we are gonna go fishing :)","positive"
"@mikemorhaime look at http://t.co/pBs1J7qWkc Thank You :)","positive"
"@_pippiFace good job :)","positive"
"What about some Portraits of Hipsters :) Watch here Please: http://t.co/cZjZMFiLol #portraits #photography #hipsters #video","positive"
"Slow motion :D ♫ Kingston Town by UB40 — https://t.co/VVKOcSOHFO","positive"
"Planning an ice skating dat with @HelenLo10 bc boys suck :)","positive"
"@PatrickStump I made a thing! You like? :D http://t.co/vKv9O8KMr5","positive"
"@letmebeurslave yes babes forever! :)","positive"
"happy birthday once again zhen onn !! hehee good luck in everything okay have a blast ! :D @OnnZhen don so emotional :p","positive"
"@StellarPillar because there we feel more heat than in Canada in winter.:-)","positive"
"@HollywoodTyler already have does that deserve a follow? :) http://t.co/XNh4oqBqrw","positive"
"Be patient and wait for something nice :)","positive"
"@1Jemilicious @LuvnGregVaughan @cynstweet @gucciluvsdew @Debbiecakes910 HA HA!!! You're so welcome!!! :D XOXO","positive"
"@WilliamTDR Thanks! :) Good job on the LBSG!","positive"
"@Lance_Culver @Tyler2go my first pc :) I loved it! http://t.co/s8IMzKiSP5","positive"
"sleepy tuesday everyone :) godbless and always take care ! http://t.co/qCW8i4nWbN","positive"
"@chichic Hi Chi-chan! I stumbled on your photos via Julien :) I'm definitely following you, your work is really dreamy and inspiring!","positive"
"@sara_webb22 what? That's good.. I'll still be on Varsity! :)","positive"
"Whoever is calling me from unknown please stop playing on my phone and grow up! :-)","positive"
"@PatrickStump excited for the upcoming album?! i am :)","positive"
"Easy cash back monies for holiday shopping online, plus a free $10 gift card! :D http://t.co/pTBT08f1YR","positive"
"@torri_higginson And this is the one with the BSG boys :) http://t.co/EOVf6tvvLk","positive"
"“@MikeBraccia2: I hate my life da” :-)","positive"
"@i_stephie I'm crossing my fingers you will win :)","positive"
"@fatehahshamsul Had a dinner thing last night! :-)","positive"
"@Revealing_Larry haha when u said grr it reminded me of when Harry (?) was making fun of how Liam gets ""mad"" ik that's old :)","positive"
"@ihuntmoe Morning. That sounds awful. Get well soon. :D","positive"
"@TheActualCraig Gulp. ='( Thanks so much for that - we even had our crazy dysfunctional family moments! :D lol","positive"
"@bynkii I think we're on WIndows 7. I'm pretty sure we're on Dell. I'm hoping never to need this information. :)","positive"
"@DilGardner23 @DoinItForNarnia Smoke :) just a choice I recommend","positive"
"@snaxolotl okay, good! I just have a funny feeling I said some stuff that was Bad Analysis so the timing of your tweet had me worried. :)","positive"
"want to draw but can't do anything cause i suck :P","positive"
"@ school :-)","positive"
"@rgchernick @fakeGAINER I wish I could give it a million stars! Nobody ever expected Dan The Man to be on the receiving end of that :)","positive"
"@kodakCB A4. Yes :D","positive"
"@lennieD86 you feel my pain.In other news I've got mine back so holla at me :)","positive"
"Jwu again :)","positive"
"Better days :-)","positive"
"@SoaRThief You da best :)","positive"
"@wklywinejournal What did you think of it? :) @Winestomp","positive"
"@chuchuroon This isn't about you! :D","positive"
"Putting off all my responsibilities and homework but doing it with a smile!!!!!! <333 :)","positive"
"Nobody cares :)","positive"
"Check out this link and follow my new twitter @shesmorgan :)","positive"
"@SSPWebteam wow goodluck sissy :)","positive"
"@JaDineMiLav Napikon sya, shaking my head right now. :)) I can only imagine her pain while looking at that picture. Bagay Amnesia sakanya.♥","positive"
"@moonslightnuke yeah it really does :))","positive"
"@gro12ver @Meems852 Love the idea of using Instagram. How are you using it? Examples :) #tlap","positive"
"@eothain1 @misshunter10 thank god I QLDer :-)","positive"
"Today Novz decided to color marker alllllllll over my bed and pillow cases :-) :-) :-) :-)","positive"
"@frankidankz I hope u get raped :-)","positive"
"Not really excited about my field trip tomorrow but hey I get to miss school :-)","positive"
"Brittany Burton - R5 ""Smile"" Cover: http://t.co/i9RsDaEojy @brittanyburton Love this COVER :) @officialR5","positive"
"@vaughnrocky @95RallyCat :-) haha. Don't let facts get in the way of a good point.  Did you walk to the games in the snow uphill both ways?","positive"
"@Jamm_sandwich and just keep rattling them off. Then cite sources and done :) idk haha","positive"
"Play 3 :)","positive"
"@bren_bellari YeS :) ☺️☺️","positive"
"start this morning with good thing.. :)","positive"
"@viintageluke thanks :)","positive"
"He He He :) http://t.co/yVR0T8ChhI","positive"
"@markiplayer better than earlier, still a little glum, but better :)","positive"
"@TrinaAnn411 Yeah, but why should you care? I mean with a 1.5 game lead, you shouldn't be worried about a silly Wild Card, right? :p","positive"
"@thebieberswagg follow me pls :)","positive"
"Well, finally ordered new cleats :)","positive"
"someone text me :))","positive"
"@myahcklemore 224 days for me :) we rock","positive"
"@999CHRISTIAN666 congrats on being a year clean im proud of you :)","positive"
"@travelingronin @peppy_starfox Alright, Good night :)","positive"
"To stream or not to stream? That's the question isn't it? :P","positive"
"Good morning.. :)","positive"
"Have fun darl :))","positive"
"@rainygrl22 #aerobatics #lfhe http://t.co/pq9bjRBAZ9 Impressive :) a great video to watch and to share","positive"
"@stacysays @iHasCupquake time to draw for this art :D http://t.co/uDGDYaVuC3","positive"
"@kirstens707 :) Do you know TV show ""19 kids and counting"" of Duggar Family ?","positive"
"I hate all of you that start sending out yall best tweets when I get ready to log off. Yes I am talking to you @karenyankovich Welcome :)","positive"
"@MikaMlo Praise God! :)","positive"
"@TheCaterjillar Sssssh :P XD I'm nearly at the end of s4.","positive"
"@isirbizzle you make me smile :)","positive"
"Just met @ArenOzymandias He was awesome :D http://t.co/uocxMtQXdI","positive"
"@wonderfulgrier BECAUSE I FEEL NICE :)))","positive"
"@caseyjames @JessicaNorthey @brittwv  Is there any music that puts you to sleep? @cas. :) #CMchat","positive"
"@SexySassyfrassy I'm further back because I paused for 20 minutes. :p","positive"
"goood morning mama!!!!♡♡ @DawnZpost visit saudi please? :)","positive"
"@PMbeers :-) i only hear you cuss when you're really upset at the injustices every where","positive"
"alright peeps, send me numbers and emojis or letter or whatever you want... please :-)","positive"
":)) - I achieved 50% over my goal with my Nike+ FuelBand - I achieved 50% over my goal with my Nike... #nikeplus http://t.co/NgiY3fHuIH","positive"
"Happy Birthday Riot! Aww our pup is 2 today :) http://t.co/rtyg1mue8S","positive"
"#DecemberWish my Iphone fixed :)","positive"
"@TheHaleyBaby you too! You're so nice :)","positive"
"@valonfox Happy Anniversary Val!! Enjoy watching you every a.m. on #FOX13GMM!! :)","positive"
"@TheDalaiLamaQt The new sailing adventure. Join ME? :)","positive"
"watching elf :)","positive"
"@messina_m Thank you, Marcello :)","positive"
"@reda_ubin okay noted . Please put H somewhere around your bio or dn so we wont forget :)","positive"
"LSS.. :DEverybody wanna steal my girlEverybody wanna take her heart awayCouple billion in the whole wide world... http://t.co/zfmuI816r6","positive"
"On numpang signal kE temEn :)","positive"
"@jeremybrown102 @lzych24 miss you too buttercup :)","positive"
"i DONE WON $10 OFF MADDEN :)","positive"
"@DrCCheung Hi! Thanks for sharing my #mom #eczema devotional tweet :) Have a good week ahead!","positive"
"@ArtHains Sounds good! Thankfully we got that ransom note and cash back to KOA in time last night :) You're on the road Sunday right?","positive"
"@hxmecxming Nice pic, love the shirt! :)","positive"
"@xwelles34 will do man!:) just gotta get a few files before I can!","positive"
"Finished my Christmas shopping :)","positive"
"@CottonCandyGlam thanks :D","positive"
"Lightning back to back goals tonight. Makes me even more excited knowing I'll be able to see them in person thursday :)","positive"
"Happy Holidays :) http://t.co/M34rGRvzT0","positive"
"Thank you @IaaanPadillaaa :)","positive"
"@BrianTMcClellan That's what I mean.  That's where I will buy.  I want to make sure you make enough to keep writing......  :-)","positive"
"@PatrickStump Is your day going well? How is Declan? What's your favorite thing about being a dad? :)","positive"
".@alxdwn Here! DM us your details, and we'll set you up with our Smart Space leasing team :)","positive"
"@samknovels @HollowManSeries @jamiedgreening @tweetonsisters Yummy! Thanks! :)","positive"
"@Rxignn @DesiireKnows @RoyaltyDiohs Dm Diohs for inquiries :)","positive"
"The waitresses at the coliseum know what I'm going to order now when I come in the door. I am officially a regular :)","positive"
"""@talasheart: Congrats @ssinz! #thetailors Fighting! We Love You :) <3 <3 <3 http://t.co/ypkmKQ3n7w""","positive"
"So anyone can feel free to get me a salted caramel hot chocolate in the morning I'll pay you back :-)","positive"
"@MarleySansom also ur friends Hannah McNeilly, @SinclairElliot, and duet Kevin Ostiguy and Johnny Mariona will be performing live!! :)","positive"
"New Outfit Post! might help with some last minute Cyber Monday shopping :) http://t.co/y4ztwDzG7X #outfit #blackfriday #CyberMonday","positive"
"@CissyCooper I'm in love and super excited! I get to pick it up on Wednesday :)","positive"
"guYSSSSS FOLLOW @JohnnieGuilbert ON PINYATA RIGHT NOW!!! IT FOR A GOOD CAUSE :D <3#ThugPugs http://t.co/PalCZXIVXQhttp://t.co/PalCZXIVXQ","positive"
"New shoe's flow. :) I love my Nike's","positive"
"@ria_likes_hats ty friend :)","positive"
"hye pupils ;) if you are nice person follow me in twitter okay :D#NellyVanessa#Batman#BeMine","positive"
"@Hippie_Guy_ Awesome! :)","positive"
"@deannamross Thx for post - learned abt Facebook's boost as a result, always interesting to know new trends. Oh & btw, I agree with u. :)","positive"
"You are so welcome! I'm so glad you enjoyed it. :-) “@t2009daniels: @EducationCoach Thanks for sharing.”","positive"
"@thewoo13 it's ok :)","positive"
"@JazzyFree2bme oh, don't I know it...cakes, pies, casseroles...I'm going to wire my jaw shut!! :-)","positive"
"ewewqgba^:):)The wandering band abandoned her bandaged husband on Swan Island.","positive"
"@cowgirlshorse thank you :)","positive"
"@MelodiestFP min, bantu rt yah, thanks, #wts pp melody newship spesial 48 girls, minat/pict? Mention / wa : 087782031423 :))","positive"
"Good luck to all the Girls Volleyball and Boys basketball teams on their away games tom! :)","positive"
"@EnricaJang That poem's really beautiful, Enrica - thank you for sharing it :) #Poetry","positive"
"@WizKayy Rock Band Blitz never goes unreadable :)","positive"
"A little something behind me :) #puppy #love","positive"
"@DrJPau @thalmic #noob! But finally! Now you don't have to steal mine :P  #cantwait #gimmemymyo","positive"
"thank you - simple plan :)","positive"
"@MaineyBoo_x mine are :)","positive"
"@mercola I put it in my hair tonight :)","positive"
"good night :)","positive"
"Welcome back. Friends were missing you and your questions. So was I. We expect you to take leave next time!!!) @mmdvv: Good Morning madam :)","positive"
"@HyannaNatsu //huggles back  so how are you doing? :D","positive"
"@LizardPatrol Hope you get cancer :)","positive"
"@strmbergilinsky @BrennenCTaylor lol well im glad it happened to you. :)","positive"
"@kaylalubachh waste of time. But you're gorgeous btw :)","positive"
"@CestJamie :) you're awesome so don't ever let anyone ever tell you any different! 👍","positive"
"@dsorianoo actually doubt it bc you're also taller than me :-)","positive"
"@NatbyNature I voted for you, Nattie! Just don't backstab her. :))","positive"
"@DannyyyyyBoyyy no I'm not poop I can never get enough :)","positive"
"Please pick meeeeee @LadiiiDimplez :))","positive"
"Team Katless. I ship it :D @TheNeilJackson @katia_winter #SleepyHollow","positive"
"@rvlradio @mrkhyaauu sorry for butting in, but you are the only person after me flaunting their love for that movie and so yay for you. :D","positive"
"I LOVE MORRIGAN SOOOOOO MUCH. SHES LIKE ""HAHA YOU LOST :)"" IN A SUEPR SNARKY WAY FUCK","positive"
"@DaringDashieMC great!! :)","positive"
"@flopsatay @LOOFRunDry Blame, Bang Bang, Love Me Harder, Ugly Heart and Stay With Me seem to be the main beneficiaries from streaming :P","positive"
"In a few hours my 20% off sale on my entire Etsy shop ends.   Click on the link to check my sale out.  :) http://t.co/vFrdo84unU","positive"
"@_Apprehension why not :)","positive"
"@the_emmaswan1 I'm good :) How are you my dear?","positive"
"@v_vishal13 @DiganganaS Heartiest Congratulations 2 both  of u,2day u have completd 1 yr as our most cute jodi Veeba..Proud 2 b ur fan :-)","positive"
"That message :)","positive"
"A1 #H2H is about understanding you're not selling to a business, or an idea, your selling to someone like you. :) #AtomicChat","positive"
"Love this one ... This is Scarborough bitches :) gonna miss my girls! http://t.co/sND3SoqQtK","positive"
"@MsRedMage @sprecherbrewery sheetz carries it :) @klinkyrules loved it","positive"
"@KayyCarpenter @livelaughmatt @MattAsspinosa__ @fvuckingmatt ok blocked, but before i do. i have proof she blocked them. gtfo :)","positive"
"Just a reminder to get your orders in for Thursday pick up :) http://t.co/qXAlNDcLhr","positive"
"@realfriendsband i guess it was a good idea that i bought the christmas sweater today :))","positive"
"Taco Bell on that ass :)","positive"
"it's always a fun time when your parents find things they shouldn't know about  :-) :')","positive"
"@sofiahagan It was @OliviaBosch1 if you guys wanted to know :-)","positive"
"@nicococrunchie better than Hotstar? :)) joke! Oh myy! Must look into the menu soon. Sorry, I made you crave :)) hehe Slr. Saw this now lang","positive"
"@shethvatsal Ll miss u people. . my fav :) love 4m Chennai","positive"
"@Harry_Styles please smile in your red carpet pictures :-)","positive"
"@zbleumoon Nice to meet you too. :) Thanks for the video.","positive"
"YES! Keep voting BELIEBERS! :D #MTVStars Justin Bieber http://t.co/b1PVQT12pE","positive"
"@whosprada1 Awesome Video Thanks for sharing Prada :D","positive"
"@Official_Yukine :DJust a little break thenTake care of yourself, okay? We all love ya","positive"
"Well, it was inside the homeplate. :)","positive"
"If Acun can, everybody can :) with lots of money of course!","positive"
"@ZyBaCKK follow me ZyBaCK and your dreams will come true :)","positive"
"“@lactateliam: quote this with your goal I wanna help :)” 14.6k !","positive"
"""Let Me Poop""  to Disneys Frozen ""Let It Go"": http://t.co/sClrRoVTDB @Big_Birdge enjoy :)","positive"
"It's my ""official"" farewell lunch, even though I've three and a half days to go :) (@ Grill'd) on #Yelp http://t.co/x0fGoQSerP","positive"
"@KailynHulbert sort of ..i have to upload stuff to it to make it a ''channel'' :P","positive"
"i love this picture :) http://t.co/qK3U3i256Y","positive"
"why does everyone always find someone better :-)","positive"
"@BTNBrentYarina You know who has the longest active streak, right??? :-)","positive"
"@JVSOS @dsouza_34 well we all know jv football did it all right jv football? :P","positive"
"@LJ_ernst @KarlieSev yes!! See ya there :)","positive"
"My volume was all the way up so thank u for scaring me half to death with your snapchat story :)) @GriffinMcnamara","positive"
"@gabs_rodriguezz thank you :)))","positive"
"Goodmorningg :)#Makatangpilipino","positive"
"@youlikecocaine just tell me when :)","positive"
"@Lukey_is_Life_ Last call for DM's! DM me your number now! :)","positive"
"@PunkyStarshine Oh man, I’m out of town but this looks so great!! Have so much fun!!! :)","positive"
"For me Emma Watson is literally the perfect woman :-) .xx","positive"
"@SiberianLL @1937sportsedan @cagans76 @labsontheloose @lindatacc @Clevecarole @mark_BCP Dolphin December, has a nice ring :)","positive"
"#GRIDMAS I've LOVED the Bath and Body Works Fresh Balsam and Spicy Apple Toddy Candles!!!! So good :) : http://t.co/EXEDbCqxzJ via @YouTube","positive"
"If only you knew :-)","positive"
"{ mxshtxnpotato }me: flawless acc :) xj: i really like your acc, lovea: fab acc, okay :)song: BO$$ by 5H","positive"
"What a sweet thought. :-) http://t.co/DjBsuXy3z5","positive"
"@cnshfrncx thanks sa pag followback ate ptetty :)))","positive"
"Hamas Delegation.  Hamas would open an office in Jakarta. Indonesian gvrnmnt will support u @qassam_arabic1 :) http://t.co/vKdqKM059e","positive"
"We are starting work on a new prototype: The Beast, a lower cost Gaming Rig that will be available In January!:)","positive"
"Real POGI men lead and love their partner . :)","positive"
"@stephenraisley aww thank you :)","positive"
"Hello NC 💜 such perfect fall weather. Right amount of sun and breeze :)Glad to be back 😊 http://t.co/23aq3kURVk","positive"
"@zankiefeels @ranceypants @FrankieJGrande That sounds like ""sanctuary"" :D Nice. :)","positive"
"Hey hey we're here at 95.5 PinasFM #Oktaves tune in! :)","positive"
"@adure_oleru22 okay! I emailed you the questions :)","positive"
"@HobbitAutograph I already have all of them here. Thank you. :)","positive"
"@tidedude2010 charurbate Streamate or myfreecams :) you can but my vids on manyvids","positive"
"So pissed :-)","positive"
"David bonded with my husband :) http://t.co/W8iTY56rlq","positive"
"@azaliasuhaimi I mean it okay? :) Love you more :)","positive"
"@Adam_McCleary We hope both you and @THardham have a comfortable journey to Sydney, Adam. Enjoy the flight :) Kristyn","positive"
"@moiziee ooh? Kkk,is it in Jogja Zie?kkk,let me search first,kkk, I need to see you in person :-)","positive"
"RAAWRR~!!! Hehehe :P Have a nice day all...GBU! :)) http://t.co/Bl834x5SxN","positive"
"@LifeCheatings or command Z on a real computer :)","positive"
"The amount of pens and pencils I had in the beginning of the year to the amount I have now thanks friends :). Anyone else? Haha","positive"
"gain 5 armor draw a card :)","positive"
"MOM SAID I COULD GO TO THE LANA CONCERT :-)","positive"
"The perks of being a gizmo techno nerd. :)","positive"
"Happy Beerday too you :) enjoy @papauuulozares","positive"
"@Tim_Beedle I'm allowed to be miffed on their behalf. :)","positive"
"my first snap chat!!!!!! :) http://t.co/itdTKAvWTD","positive"
"@MishaHead haha of course :p","positive"
"@TippyHeyYou thank you leighn! :)","positive"
"I love constantine :) we need to get it to the UK #SaveConstantine","positive"
"@Sil_wolf :D [Hugs super tight]","positive"
"@GlobalDesi09  wow nice ...beautiful :)","positive"
"Yes ha!!:p @jessielynnneu23","positive"
"@Katrina_9912 I died laughing dummy :P","positive"
"@Sarahm248 we'll have to go through them sometime forreal :)","positive"
"@kokodiQ10 @cutey_animals @LindaDHendrick1 @unacstaf82 @suba_suraj @TIINA1969 @take35c Warm hugs, warmer hearts... :-)","positive"
"@OpTic_NaDeSHoT damn Nade you look physically exhausted man. Catch up on sleep :)","positive"
"@booktripp @SJMaas ;) we can discuss it if you like :D","positive"
"@Doobison https://t.co/3rszEZrWYc GO NOW! :)","positive"
"...fast forward to 1:28:12 and enjoy :) (y)https://t.co/xatHSFavVJ http://t.co/GKdNKCrJgD","positive"
"@KimmieDimple CUTE :)))","positive"
"@lexschneider_ Happy Birthday Lex! Hope everything's good, see you next semester! :))","positive"
"@caboose014 Happy to help, that one was easy :) ^CG","positive"
"@LearyAlyssa happy birthday Lyssss, hope u had the best birthday ever pretty girl, u deserve it :) love u to pieces!","positive"
"I swear I enjoyed every moment of my day wid my homies :) http://t.co/S9Cc1dYyf4","positive"
"I have class tomorrow then I have to spend all of Wednesday doing work for math :-) don't procrastinate kids, or better yet don't college","positive"
"@SandraH50885001 Many, many things but I don't won't to be greedy. :)","positive"
"French class :)","positive"
"@CaitlinClong So I see you're a fan of Collins? :)","positive"
"Christmas, family, food, laughter, memories, The Best Gift Ever! :)","positive"
"Can't wait for @HUPipers announcement tomorrow :) something so special to me!!!","positive"
"@doorsixteen all for YOU! :)","positive"
"Omg. My legs are amazing!“@KenMedeiros: @blairherter Wrong on so many levels...Yep I'm getting beat up for sure.. :D http://t.co/2guo67kojP”","positive"
"@rudegirl1973 @RiotFest Hello! :)","positive"
"23 days untill christmas the only thing I'm looking forward to is my @mcbusted album :D","positive"
"@abigail1037 @VaughnMallory I surley will :)","positive"
"@marnella_hill: @RomslittleAngel: I will always be a Rollins girl no matter what others say about me :-)","positive"
"@jenmcdonaldd no I meant it when I said 0 :)","positive"
"@PsychoMatox :) Et bien, maybe ur really bi...Attack Amber* (scuse j'rale xD)","positive"
"niall golfing :))","positive"
"Love ma baby :) <3 @leeesss__","positive"
"Ready for doors to open at the show!! Cheers from The Stone Sugar Shakedown :) http://t.co/S0F0ehlLY1","positive"
"ur future is determined by what u start todaygood morning :D http://t.co/sLPYTFVJLL","positive"
"Almost time to go home finally :) Mondays always suck the most. — feeling tired","positive"
"@hannahchristie5 friend zone is an excuse. If you have feelings for someone go for them buddy. :)","positive"
"Sneak Peek of igoldenptgamers intro :D http://t.co/uxKDC4LLNX","positive"
"@NomerOmet thanks for following me! :)","positive"
"@Taylor_84 sure! :-)","positive"
"@Sarah_Penner I need every one of that 500! :-)","positive"
"Haha :))""@RMadridCastilla: Nothing to see here... Just Benzema eating Bayern Mun http://t.co/WCMT9BaE4b","positive"
"@_lumbi_ thanks babe I tried ):)","positive"
"@kierenwIkr i'm studying to be a literature teacher :))","positive"
"@TeenageCloseted I'm 97.5% I'll be there as well. :)","positive"
"Coffe :D","positive"
"If anyone wants to torture themselves just go read old text messages :)","positive"
"Was kinda nice :)","positive"
"@cbolton97 YES!!! Congrats bud!! You deserve this! Good luck! :)","positive"
"@RaeRee01 I'm serious tho :-)","positive"
"good night :))))))","positive"
"@kodakCB I will have to!! I didn't know :) #MKMholiday","positive"
"@ItssCaroline_ I never knew :D aw I love you","positive"
"Good morning Tuesday!  May we all have a great day ahead! :)#Thankful #Blessed #GoodVibes #Positivity http://t.co/ewzjDDqJ2X","positive"
"Re: 10 LTC (Chikun Edition) Goes into production :) http://t.co/QmMWDMYjVF","positive"
"Hi @aquAllureUK thank you for following us here at #DetoxRetreatUK :-) In pool cycling sounds awesome!","positive"
"@maddyyy_ellis Whatever you say :P","positive"
"Already completely finished with one of my classes :) Christmas break is so close, yall 😍😍","positive"
"What would I do without adderall...idk?:)","positive"
"@fidgaty @FudanYoshi cause... I'm not gay, but I like to make fun of you lot :p (jk, I love dicks as well)","positive"
"Life is a game , play it. Life is a challenge meet it. Life is an opportunity , capture it :)","positive"
"@kecikmobo takpayah pujuk. We're no longer in relationship. Friends? :)","positive"
"Ladies submit sexy snaps for your school to HotCollegePride - don't have a school? Submit for your team! Spread the word & submit snaps :)","positive"
"Me And #Oomf Got A Relationship No One Can Understand But Us :P","positive"
"@chntyxx happy birthday pambansang sister-in-law..:-) really had fun and enjoy ur natal day..- Chanel","positive"
"@spence120 @AxShadowz @LizardPatrol Capitalize the ""I"" guys :)","positive"
"Exacto :D http://t.co/4YmTeFW5mA","positive"
"@antigilchrist at shows, or I'll put them online soonish :)","positive"
"@All3Donnelly They sure make it easier to capture them during the colder weather, warmed up a lot today :) nice shot!","positive"
"Fake smile. Pretty day tho. :-)","positive"
"Showmatch :)","positive"
"Congratulations to Neika Mo, Teneé, and Drizzy for winning the free makeup giveaway :)","positive"
"LOOK WHAT I MADE GUYS :) http://t.co/yF7MSO752S","positive"
":pXxxferretyxgirl. Gow unete :* http://t.co/fjktl1PWM8","positive"
"@iLuff5thHarmony @allyskirt @laurmani @snapbacklolo @Camilaskittycat Just dm me guys im gonna dm them now. :)","positive"
".@vinodkapri why hate #MufflerMan ? he's no criminal corrupt or rapist or riot instigator or salesman of some industrialist.. only LOVE.. :D","positive"
"i love bagels :-)","positive"
"@Demjot @1billybob1TV I kid :D Yeah son christmas","positive"
"You guys have sold out almost every design <3 I hope you like the merch!!! :)","positive"
"@MsBellatrixV in the manga version it's simply over 8,000 :)","positive"
"@bouttomkink love u so much !!!!!! :D","positive"
"@NoyzeP awesome! I highly recommend it. I've also heard the Bacara Resort in SB is great. :)","positive"
":) friends http://t.co/PYs8LnS1Ot","positive"
"Cuddling with my nephew :-) http://t.co/XOwDJSH1oD","positive"
"became a minion for the day at USO hohoho minions are love, minions are life :-) @ Despicable Me Ride… http://t.co/45ghbfufJ7","positive"
"Good Morning Twitter :-)","positive"
"@adeindriani_79 done de :)","positive"
"@Jallen_61 it works perfectly :)","positive"
"@NinaDontPlayMtG Are you familiar with the ""Principal-Agent"" problem? It's why your meal is free if they don't give you a receipt. :)","positive"
"Thank You Hun :) @zinhle_ms_m","positive"
"@CrashFan15 Crazy Wednesdays, Almost Friday Thursdays :P","positive"
"@ttwmusic do a new years show :D","positive"
"Happy Anniversary to these two! :) http://t.co/RvJVyNh0SJ","positive"
"@HarryDivaStyles  wow so sexy :) very sexy","positive"
"@likesomecereal thank you!!:)","positive"
"@ElijahsVlogs whats the best thing that you have ever got on christmas day and why :)","positive"
"Hey friends.. this is my cover of blank space by miss taylor swift.. hope u like ::) http://t.co/9WlVmIzRdS","positive"
"@KieanaAnique I'll post him for ya :-)","positive"
"@NinaElleXXX in terms of beauty sleep, most need to sleep 24/7 to look as good as you. :)","positive"
"@majesticphan thank yooou :) and you can dm me anytime you'd like to talk!","positive"
"@Netbates thanks :) we have looked on amazon and will try our local gamestop too. have a good evening :)","positive"
"If you please, like and share :-)  <3 ...... http://t.co/1BaBNli00O","positive"
"@Dr0id @josh_diamond @meganamram It's happening. Already got 3 pages of notes to assemble into an outline. :-)","positive"
"@samsebelius @keishagreyxxx @Blacked_com Agreed! I love all of Keisha's movies. I especially when she's shy and bites her lip. mmmm. :-)","positive"
"@CosplayHangout @variablecosplay nice :)","positive"
"Jahliyah in the lead :p","positive"
"“@OperaStarr: @SUP3RFRUIT I'll bake you a cake if you follow @ToqaF for me :) #VoteSuperfruit” I WILL TOO BUT SCOTT DOESNT LIKE CAKE","positive"
"@AaronCarpenter how's your day cutie? :)","positive"
"@_dio07 haha ! I was about to too this summer :))","positive"
"Thought maybe it's cause im a side chick or something but when I jokingly told him that he got all upset :p","positive"
"@TheCW100 build up to be organic.  But thats just me.  They'll get there, Im sure of it! :)    this show is pretty fast moving too.","positive"
"And if you're about to reply to that tweet and try to argue with me just don't i couldn't care less what you say it's my opinion :)","positive"
"@posipugster very good :)","positive"
