@relation 'data'

@attribute Sentiment {positive,negative}
@attribute SentimentText string

@data
negative,' i got the wrong damn monster. Ugghhh now i gotta go back to the shopette! at like.....4 in the morning. not pleased.'
positive,' i gotta take a whiz. lol'
negative,' i gotta work today'
negative,' I guess I see it differently. Jason told then he was removing the questions and Andrew responds to that, in the link you sent.'
negative,' I had 6 followers and I joined 2 days ago they un followed me! :1'
negative,' I had a feeling of impending doom &amp; then hear about this. NO GOOD. NO GOOD.'
positive,' i had a wonderful day with O.  Haight and Thai food.'
negative,' I had too many gummy octopus... The gummy hurt my tummy'
negative,' i has to do the dishes'
positive,' i has veggies tooo! lots of corm and peppers though and like 2 carrots'
negative,' i hate being in love. out of love. in love. hates it'
negative,' I hate germantown it keeps me from friends! Lols'
negative,' I hate it here. I hate everything. I don understand why we only fight when my dads here. Anywho, I might leave sunday night.'
negative,' i hate it when they wake me up with a wrong number and my step dad vacumming EVERY saturday morning.'
negative,' I hate muscle spasms. Fuck you spasms!!!!! http://twitpic.com/6e4a7'
negative,' I hate my job! I want to fly a plane soon! :  I hate my job! I want to fly a plane soon!  http://tinyurl.com/mm9wod'
negative,' I hate packing!'
negative,' i hate rain and people.'
negative,' i hate songs that will NEVER be my life.'
negative,' I hate the Rain! It puts a dampner on my sunday! I hope its gonna be sunny 2morrow! We need the good weather!'
negative,' I hate the scale.'
negative,' i hate this family. Save me!'
negative,' I hate watchinthis episode! Boulton the stations tough guy left frightened and angry - and in need of a HIV test after raid gone wrong!'
negative,' I hate when my bf beats da dogs. But I guess that the only way to teach these pitts.'
negative,' i hate when my boyfriend has a bad day!'
negative,' i hate work. havent done much today. im trying! i have artists block. cant draw'
negative,' i hate work. I so sorry Aly.'
positive,' I have already completed work on &quot;mechanisms&quot; that boredom ... Now I have to study the map of Africa! tomorrow..BASEBALL! its SO cool'
negative,' I have an appt, but u all should go hear about palimpsests &amp; other interesting things tomorrow @machineproject http://tinyurl.com/m6qxqa'
negative,' I have no hair left trying to book train to Sheffield for Sun .. anyone ? I helping a pal fufill a dream to see Beyonce ... STRESS !'
negative,' i have one thing perfect going for me that i want. I have one bad thing not going for me at all that i want more than anything in the ...'
negative,' i have something to say thats going to keep you from smiling'
negative,' I have that sad and disappointed feeling in my gut...'
negative,' last day of weekend.'
negative,' Last day of year 11 today. Boswells 04-09 (L)'
positive,' LAST Day To Enter http://tinyurl.com/r3qhor'
negative,' last episode of buffy always makes me cryy'
negative,' last time seeing my kids. 2 of the greatest kids in the world.'
positive,' last tweet for the night!  VOTE for @GoodeMovement here: http://tinyurl.com/lv6969 and with that same determination... #squarespace!'
positive,' last tweet for the night! VOTE for @GoodeMovement here: http://tinyurl.com/lv6969 and with that same determination... #squarespace !!'
positive,' Laughter is one of the best things that God has given us'
negative,'- laying in bed b/c I have nothing to do!'
negative,' leaving florida want to live there forever! Texan*Girl'
positive,'- leaving for Seattle in ~14 hours!! Just one more day of work to survive, then wee off  to celebrate 3 years of wedded bliss '
negative,' leaving this hotel room sucks. They upgraded up to a two bedroom suite. Oh well.'
negative,' leaving tomorrow. miss home. mum incessantly whining to go shopping. i wanna stay home.'
negative,'- Legs feel worse than they did yesterday'
negative,' less and less people have been partying lately.'
negative,' lets get like icecream after to make u feel better!'
positive,' life is a mystery.!!! LOL freakin marriah.!!! LOL *blast off.!!* LOL'
positive,' life never ceases to amuse me. Wouldnt want it any other way!'
negative,' life sucks. but it would suck a lot more if i didn have the beautiful check yes gingerette to keep me company.'
positive,' lifes complete. all time low were a-fucking-mazing, disapointed that the venue didn let them sign though'
negative,' listenin to trey songs, kanye west song say u will remix. Its only one her, I only want her.'
positive,' listening to @ddlovato music. ;) youe a trainwreck but i wouldn love you if you changed..'
positive,'- Listening to Metro Station Shake it remix...quite good'
negative,' LittleBoxOfEvil We are just like that'
positive,' LOL. @elieehinojas...have you seen my new presentation...'
negative,' lol@teedramoses'
negative,' Lola hurt her leg... Of course this happens the day before we leave...'
positive,' lolz  iT.SR|TCE|TBE|'
negative,' LONELY. lol. i so boredddddd'
negative,' long ride home and i am bored'
negative,' long week ahead!!! Another weekend off!!!'
positive,'- long week ahead, but the good thing is we have the weekend to look forward to. '
negative,' lookin up strippin classes'
negative,' looks like I have to take the bus home tonight. I really need a new car, BADLY...'
negative,' Looks like Villarreal might not be making it to the Champions League next season.'
negative,' Losee Magic'
negative,' lost a follower -1. :/'
negative,' lost a follower! lol'
negative,' lost my spot in front of the heater'
negative,' lots of pics of clebs in teeny bikinis at the mo,well I feel like shamu today, salad for lunch and fruit, at least my baps are my own lol'
positive,' love it'
negative,' lunch break=wasted. 23mins left to keep refreshing.'
negative,' M is bummed. i wish there was something i could do'
negative,' maaaann...well @ least u dnt hav 2 worry about this silly place nemore @shansopink ...ooo gurl they drive me insane n here...i hate rules'
negative,' I hate Mondays.'
negative,' I hate my job! I want to fly a plane soon!'
negative,' I hate the &quot;out-of-nowhere&quot; stuff...'
negative,' i hate this'
negative,' i hate this .. Goodnight. LOL http://tinyurl.com/olyvhe'
negative,' I hate this job'
negative,' i hate thunderstorms...   I don like the sound of thunder...'
negative,' i hate today ((('
negative,'- I hate waking up when youe in the middle of the best dream ever'
negative,' i hate work'
negative,' i hate you think you or talk you? i don`t like that !! now aunts b.day'
negative,' i have a cold!'
negative,' I have a headache.'
positive,' i have a new pictureee...i don have face buuut...it beatiful! aah the photograph is Sara, shee a great future how photograph haha'
negative,' I have a sick @posty today. He has a headache, cough, sore throat.  He is curled up on the couch.'
negative,' i have a stomach ache.. and i think its from the ahi tuna i had at PF changs tonight.. something was just not right about it.'
positive,' i have an idea im going to get a gun go to taylor l house and kill him!! IM A VERY BAD GIRL x]'
negative,' I have heartburn...cheap pizza sauce'
negative,' I have never seen the Abbey Road thingy'
negative,' i have no deo left what am i going to doo i stink!'
negative,' I have rehearsals 10-4 today, and thenagain tomoro, and the next day, and the next, and then one more and I am finished with that school!'
negative,' i have the flu i feel horrible... @roly50100150 please come home i feel bad'
negative,' I have to go back to work now!  not long till finishing time...'
negative,' i have to start studying for finals'
negative,' I haven start packing for a 7:00am flight! FML'
negative,' i hope this gets better..'
negative,' I hope youe okay &lt;3'
negative,' I jinxed my good mood, I say I happy and all that cause Nicks the father to sharons baby and now Farrah dies... didn know her but its'
negative,' i juss wish hed talk...'
negative,' I just bought the 50 pack and so far only 4 out of 10 have worked out. These DVDs http://www.amazon.com/dp/B0007TJ58M'
negative,' I just color-edited 60 photos in Lightroom and used my external display and the color profile was wrong. Everything turned out bad. #FAIL'
positive,' I just don know how to begin this twitter thing. Anyway, I taking up my back subject this summer. Hope Il cope up.'
negative,' i just found my pet bird pidge. I was worried about her cos she likes to leave her cage and walk around cos she cant fly.. she died'
negative,' i just got a call form work saying more hours got cut'
negative,' i just got in the mood for a sad song... Boooo! two thumbs down'
positive,' i just got song a lullaby by none other than thee infamous matthew. xD i still can sleep but thanks for the effort.'
negative,' i just had a bad dream and now i afraid to go back to sleep.'
negative,' I just had to restore my iphone to its original settings...wtf apple...this sucks. I better not lose everything....'
negative,' i just hit my head gettiing into the car'
negative,' i just missed out on the hat pricing minigame....i hope i catch it next time!'
negative,' I just ran out of my favorite cologne...Who wants to buy me some more??'
negative,' i just realized i miss 11:11 dangggg'
negative,' i have to be at school for 8 in the morning.'
negative,' i have to go to my sisters now to look after vada so im not going to be able to talk properly to anyone for a while'
negative,'- I have to miss out on the Nashville night  at least there a Grease double feature on tonight...haha'
negative,' i have to wake up early 2morrow..Boo!!...first stop starbucks'
positive,' i have twitter on my phone now'
negative,' i havee to get up at 6 tomorrow blehh.'
negative,' I heard thunder... &amp; I think someone upset at me because I a str8 up blunt person... I need some advice on how not to be so blunt ha!'
negative,' i hope everyone is ok!'
negative,' i hope youe ok @EnchanteDMurDeR'
negative,' I hurt my wrist some how this morning and it really hurts'
negative,' i hurt so much :*( i wish i never went outside yesterday'
positive,' i joined twitter 24 January 2009. daayyuuummm. i thought it would have been in like april. lololol. hi mom.'
negative,' I just dont understand...'
positive,' I just found ACTUALLY AFFORDABLE Star Trek TOS action figures online! Kirk, Spock AND MCCOY for less than thirty bucks! Happy Trekkie.'
negative,' i just found out 2 of my gold fish died....  i named them Gerard and Mikey ....ok tomorrow i am getting new fish'
negative,' I just found out that california is a bust this year. Oh well next year it is'
negative,' I just got crop dusted.'
negative,' i just got shouted at...'
negative,' I just heard skins music and wants skins back on'
negative,' I just need an opportunity.'
negative,' i just realized i missed 11:11 dangggg'
positive,' I just ruined 4th Twilight book for my mom, YES, MY MOM! If I do nothing else today, I will feel fulfilled!'
negative,' I just wanna feel better. Now I freezing!'
negative,' i just want to crawl in bed with some cough drops, tissue box, and put on a movie. (('
negative,' I just want to sleep for once'
positive,'- I keep forgetting it is he apprentice final tonight. then i remember and get very excited'
negative,' I keep posting songs here and no one ever listens (I can tell ;) ) - jeez it tough being an unsuccessful songwriter!'
negative,' I killed my dill plant again. Why does this happen with dill? It is doing great then suddenly it dead. http://tinyurl.com/mlh4f5'
negative,' i knew this would happen !! i start feeling really ill and wouldn be able to sleep. it exactly the same as what happened friday &gt;:|'
negative,' I know @twitter not going to bother coding much for IE6, but having to pull up indiv tweets every time I reply is getting old. Fast.'
positive,' i know right? Lol'
positive,' I like feeling this way'
positive,' i like to be freelance'
positive,' i like you more'
negative,' I looked like Ie a needle poked through my nosey.'
negative,' i lost two followers'
positive,' i love being a fake rebel.Mmm... Kinda hungry.anyone want to do something?'
positive,' i love David Archuleta xD. i reaaallly want to see him in concert.'
negative,' I love him so much but our views are so different.'
positive,' I love how youe playing with different styles, pattern and details! http://lookbook.nu/look/159472'
positive,' I LOVE LOVE LOVE MY BFF JAZZMIN MARIE EVANS! THE CONVO WE JUS HAD! WHEW WE SHLD HV A TLK SHOW LMAO'
positive,'- mac &amp; cheese and a movie, what an awesome combo! '
negative,' Makes me a little weepy, this one. â™« http://blip.fm/~8je1h'
positive,' makes my heart smile real big. â™« http://blip.fm/~7qnjr'
positive,' making dinner today and then going to work. Hopefully tonight will be as good as yesterday'
negative,' Mammoth cave here I come'
positive,' Man looking at my cousins only remind me how old Ie gotten lol'
negative,' Man, I hate cleaning T^T'
positive,' Managing IT people is like herding cats'
negative,' may just said i the more boring person ever.'
negative,' mayfield psychiatric hospital.'
negative,'- me and my mom cars were broken into.  I feel violated.'
negative,' me has finished my hot chocolate now but my lappy is burnung my leg and am too warm. Xxx'
negative,' Me is bored. Someone IM me or somethin! AAHH.'
negative,' me Perdi EL conCierto de the kooks  I fEll so baD'
positive,'--- Meagan Good Fansite ; FOLLOW US!'
positive,' meebo is awesome'
negative,' meeting fell through until next week, im thinking yoga and soup will cheer me up !'
negative,' mega downpour... its go 45 mins to stop.... or no coaster for me.'
positive,'- Meh.... eating grapes and watching 7 Pounds. Had fun today playinmini golf with Richie, Reva, and Thomas. '
positive,' Merisha got a scholarship!!!!'
negative,' MIA my sinful hat.'
positive,' Michael Sheen ---&gt;http://bit.ly/7DCrg  ( beautiful man^^)'
negative,' miley didn win best actress or whatever'
negative,' mish is trying to get me into manga D'
negative,'- miss him so much . wish i had more time to spend wit him'
positive,' miss you'
negative,' Miss You Nath. xx'
negative,' missing all time low...'
negative,' missing the Evelyn....she is out having a good time....good for her! good night good folks....'
negative,' mm alright'
positive,'- Mmph. Gonna read for like half an hour.. prob 4 or so actually - xD - and go to bed. Night'
negative,' modern history homework... siiigh'
negative,' mon morn and i hav the biggest headache everrrrrr!  Roll on 3wks already!! x'
negative,'- Monday night is usually Cougar Night at High Noon Saloon. Where the heck are all the Cougars?'
positive,' More Star Wars humor: http://bit.ly/4fuAN'
positive,' Morning. Media Exam. x'
negative,' MOT didnt go v.well'
positive,' moving crap into the house now..well..i would be if ALL the traffic lights werent out...scary driving.'
negative,' must try to raise some funds to get better computer present one like me worn out. also need a publisher/literary agent?'
negative,'- my aching body'
positive,' my adopt-a-puppy http://yfrog.com/9wddej'
positive,' My advice is not to inquire why or whither, but just enjoy your ice cream while it on your plate. ~ Thornton Wilder'
negative,' my arm burns'
negative,' my back is killing me! my damn chest needs to be reduced asap! ugh!'
negative,' my back really hurts'
negative,' My boyfriend is gay.'
negative,'- my boys are rowdy now that adis home! wee been having lots of fun &amp; making lots of noise!!  but, now, jammie time is upon us... '
negative,' my bro isnt here yet!!!! what to do????'
negative,' my brother left me for the day now I am here by myself'
negative,' my coffee went cold'
negative,' I just realized that #wordcamp Dallas is happening the exact same weekend that apollocon.org is. Drat!'
negative,' i just received my G8 viola exam.. and its... well... .. disappointing.. :\\..'
negative,' i just recieved a text from the bf saying &quot;Whats ups babys&quot; haha JERK! quit making fun of me.'
negative,' i just saw a bunny outside and i thought it was my cat. I hate this.'
negative,' I just saw a huge spider crawling on my wall, then it went behind my bed!!'
negative,' I just saw a squished kitty outside my gate....I feel sad...'
positive,' I just saw the hottest thing ever'
negative,' i just wanna cry... I have so much work 2 do'
negative,' I just wanna sleep!! My eyes hurt.. My nose keep cloggin up.. I getting a headache n 1 of my nostrils &amp; my throat is dry.. :***-('
positive,' I just watched my son be promoted to a red belt @ Karate class. Cute and exciting!'
negative,' i just went to take a sip of my tea, and lifted the wrong cup. mmmm cold tea!'
negative,' I kinda miss my dad... This is lame with no one to feed me lil pieces of cheese. LonelyCheeseBunny.com'
negative,' i kinda wanna go back out. womp womp'
negative,' i knew it you hated me all along &lt;/3'
positive,' i know i a syllable whore, sorry but i did it on purpose.....'
negative,' i know longer feel the same for you &lt;/3'
negative,' i laid down for a little bit and fell asleep. So much for the movies......'
negative,' I left my phone @lser101loser house'
negative,' i left my yearbook at home!'
positive,' i like how you can change the colour of stuffs on bebo  &amp; how you can do the underline, italics &amp; bold thingys  haha'
positive,' I like it when things work like they should. I was expecting this upgrade to break something bigtime.'
negative,' i like katie wirth without brendon tooo'
negative,' I like to eat out a lil too much....I guess I just like being served after a crazy day @ work..I need a frequent diner card..lol eeeek!'
positive,' I like you so much better when youe naked.'
positive,'- i loove the songs of david archuleta ..'
positive,' I love getting off work , and smelling the scent after it rains! the best &lt;333'
negative,' I love it tho lol ? http://blip.fm/~78nrn'
positive,' i love my fly with me friends, @guyjbfanforlife and @taylavision_'
positive,' i love singing along with my baby  ....our favorite song is the best !!! ... and sex was delicious &lt;3 hahaha'
positive,' I love you, daddy.'
positive,' i love you. *you know who you are*'
positive,' i love you. Jef ivey is a bastard. Save me!'
negative,' I maybe in for tonight on my last real weekend home  mad I can turn off this location shit on ubber twitter'
positive,' I meant I e been thinking what is there to say to such a great nation... only that they remain united as they were before 1947.'
positive,' i might get in trouble for this. but Abby doesn count....'
negative,' I miss @nevamk, too. Let play.'
negative,' i miss @pppamp'
negative,' I miss all my babies back home. Someone cuddle me via esp!'
negative,' I MISS BRO CECI  RIP BAD THINGS KEEP HAPPENING TO ME'
negative,'- i miss mikey'
negative,' i miss my edward.'
negative,' I miss my iPhone'
negative,' I miss my iPhone  I wish it was friday so much!!'
negative,' My cornflowers have all drooped! I hope they survive!'
positive,'- My Cuzdem Juss Joined'
negative,' my ear buds for my ipod broke!! the left one doesnt work and the end of the wire thingy is comming out'
negative,' my ear just started bleeding'
negative,' my earring is infected and hurts so, so bad.'
negative,' My entire family forgot my birthday this year!'
negative,' My family is traveling to Machala city... I alone at home'
negative,' My foot asleep! It won wake up! Rawr.'
positive,' My girlies are going to be here in approx. 3 - 3 1/2 hours.  Road Trip!!!!'
negative,' my grandmother decided to pick me up with my mom. My car reeks.'
negative,' my head hurts...!'
negative,' My head really hurts!!!!!'
negative,'- my heart hurts.'
negative,' my heart is breaking for my little monkey!'
positive,' my hoodie came today! thank you @ChristopherDXS'
negative,' my house needs to be cleaned and I don even know where to begin!!'
negative,' my jb cd didnt come today. :('
negative,' my last post didn work iphone would make me feel better about my exam #squarespace'
negative,' my left side senses are not working water in my ears ! ('
negative,' My little baby deer following me around in Dalaran says &quot;Unknown Pet&quot; ... and then WoW crashed. I guess I should get up anyway...'
negative,' My little man is looking less like a baby and more like a toddler every day  *tear*'
positive,' MY MAN IS HOME'
negative,'- my mario and yoshi tshirt is all dog hair covered, and i don have a dog anymore... '
negative,' my mate now has sims 3 talk about trying to kill me'
negative,' my mom just offered me a klondike bar, and i not hungry, but i took it because it was a sign of friendship....not war...i sad now '
positive,' My mom likes Milow version of Ayo Technology... It a good thing she doesn have a clue what it about.'
negative,' My moodswings, nobody online, meh.'
negative,' my mother left today. She is going back to Oklahoma. Never lived in another state without my mom. Its weird. I gonna miss her.'
negative,' my mum called me crazy. OMG BRADIE WEBBBBBBBBBBBBBBBBBBBBBB'
negative,' my mum doesn learn her lesson, 4th time now shes got this basal cell cancer on her skin :('
negative,' my mumS DRUNK  already'
positive,' My new wallpaper is LxLight based! From Deathnote if you didn know.... &gt;.&lt;&quot;'
negative,' My Palm wouldn connect to the laptop. ERRRRRRRR'
negative,' My perfect work of art on my hand has smudged!  Poooeypoopoo..'
negative,' my phone isn working so I haven been able to update my twitter all day'
negative,' My pic isn right in Tweetdeck after all that trouble of getting that pic up, and few people will ever see it as it is meant to be seen'
positive,' my prom dress. please excuse the horrible lighting ! http://twitgoo.com/daus'
negative,' my ribs hurt,had a gansta fight last night with kade,forgot about my ribs and we chest slamed hard!!!!'
negative,' My Scrivner update erased my old project files... and of course, I hadn backed them up in awhile. Farewell writing! :/'
negative,' my shoot for popstar is cancelled  SHOOT! now what!?!?! ohh ik i get to see @mitchelmusso tonight at his concert tonight at 7! wooo(:'
negative,' my shoulder hurts...'
positive,' I love morning calls from my baby! Amazing way to start off my day&lt;3'
positive,' i love my parents. they already bought me movie studio. and they are still getting me a camera. and they got me the t.swift tickets.'
positive,' I LoVe SoUtH aMeRiCa (='
positive,' i love talking to people that i love'
negative,' i love u bro. thanks for all the memories:saran wrap,burger king,chicharon,&quot;focker&quot;,rides home,our convo at milk,&quot;awww little!!&quot;,etc :/'
positive,' I love weddings! http://twitpic.com/6si1o'
negative,' I love you'
negative,' I love you so much'
positive,' i love you!'
positive,' i loved today, ohhh i missed the old group&lt;3 glad wee back!'
negative,' I  really disappointed my brother isn coming 2day..2morrow he will come.......I hate myself when I misunderstand things'
positive,' i made practically every biblical question in RE up'
negative,' i might not walk and go to the dance. if you dont have all your books turn in you cant :('
negative,' I might quit'
negative,' i miss borris skippy from batemans bay. but i do love my sarah/charlie. sock slap/'
negative,' i miss having that SOS lol oh well....someone elsel come along loll'
negative,' i miss having tweets on my cell, i so out of the loop! fyi pythons are vertebrates also the guy on xkcd has some opinions on it'
negative,' I miss him already. I won sleep tonight I know it'
negative,' i miss him so much.'
negative,' I miss JackB...my phone. JackBeef not Jack Bararkat. If I met him and he leaves..i would miss him but never met him probably never will.'
negative,' I miss mi Hermana, Nelly. &lt;3 you sis!'
positive,' i miss my friend!'
negative,' I miss my Megan already and I may or may not have already cried.'
negative,' I miss my shawnie &amp; my baby.'
negative,' i miss my sister i hope this week goes by fast!'
positive,' i miss NM! awww. good times!'
negative,' I miss u mum  So much. I wish u were here because u r the one I would be talking about Andrew right now'
negative,' i miss you to virnisha!'
negative,' i miss you!'
negative,' I missed my 100th update and didn put anything special.. ready for bed? what kind sh-- is that!? maybe the 200thl b better. ;p'
negative,' i missed the listening party ,anyone record a video? skool! math final!ugh'
negative,' i misss youuu.'
negative,' i need a good moan and hug'
negative,' I need a trophy shelf. We have too many for the top of the dvd shelf.'
negative,' I need another week of spring break you have no idea how much I dread going to school tomorrow'
negative,' I need desprate help! Tireddd and now gotta do blooming ICT!!'
negative,' I need me a pick-me-uppp. Just wasted almost 4 hours on a dumb page that didn even end up working at all. ugh. Story of my life lately.'
negative,' i need some different medicine and some food plz. thnx.'
negative,' I need some more time from work!'
negative,' i need to cheer up! Argh. i hate it when i like this.'
negative,' I need to stop settling for less as of  right now. Seriously. Stay the fuck away from them. Spend all your money on shit that you want.'
negative,' i need waffles!!!!!!'
positive,'- I never thought the word &quot;randomly&quot; could be so funny until my husband just said it! Cracking up haha ... Goodnight all  Be blessed...'
negative,' I miss my laptop'
negative,' I miss my phone.'
negative,' I miss my sisters alot and want them to come home soon. I don like being alone'
negative,' i miss the seniors already. last day of school, graduation and Grizzly Bear tomorrow. it was the best of times, it was the worst of times'
negative,' i miss the suspense of waiting for the harry potter books to come out. best books ever! too bad the movies SUCK. il still see 6 though!'
negative,' i miss trixiee and monica (('
negative,' I miss you'
negative,' I miss you alot. Please be safe. I dont care who you are in the morning. Just be safe&lt;3 sorry had to get that out.'
negative,' i missed the game'
negative,' I missed the second annual zombie walk in chicago, this past saturday. Damn it Damn it Damn it. I was so wanting to do that this year'
negative,' i missed two friends weddings this weekend and i super sad. and i miss my best friends. and.. i could keep complaining but i won.'
negative,' i misssss you'
negative,' I need a firewire drive, usb is too damn slow for restoring or backing up'
negative,' i need a guy!!!!!'
negative,' I need my handy dandy shooting hat.. I think that it should play a bigger role in my life.. The hat'
negative,' i need my study buddy! this isn working out!'
negative,' i need some friends'
negative,' i need to find another series of books to read! ahhhh Kellan Lutz is so damn hot...I thinking of having a KELLAN MARATHON of movies!'
negative,' I need to get rid of my bad habits.'
negative,' I need to study harder...'
positive,' i needd coke reallyy bad :p video ideass!!??'
negative,' I overbaked the cheesecake brownies.'
positive,' i presented my script to the production in class and they liked &gt;.&lt; it gonna be an interesting shooting ^^'
negative,' I quite like baseball and bball oh and the odd gridiron match that a tiny tiny part of the worlds population calls football'
negative,' i really don want to go to school'
negative,' I really liked Max.  He was one of my favorites #SYTYCD'
negative,' I really miss you. you don understand how much you really mean to me.'
negative,' i really want to go to the katy perry concertt.'
negative,' I really wanted her to win lol. I kinda guessed Diversity were gonna to win anyway.'
negative,' i really wanted to meet you and the wonder girls. good luck! is there any way i can try out to be part of your company? it my dream!'
positive,' i rocked summerrs Dot Dot Curve  shirt, pinstriped skinnys, Chuck hightops, 3D glasses, 200 yen necklace'
negative,' i run all out of people. oh well that was a pretty successful hunt haha ;D now i need a bunch of people to add me so i have more victims.'
positive,' I SAID IT! i like him teehheee'
negative,' i so dont have enough icon space on lj.'
negative,' i so dont know what im doing on here its all so new'
negative,' I spent my sunday arvo, with a bottom feeding vulture, stuck up lawyer chick, gawd there the lowest of scum'
negative,' i start working 2morrow..there goes 6weeks of my summer'
negative,' i still cant get twitter on my phone it wont even take my number when i try to set it up'
negative,' i still get teary eyed when i see p.s. i love you'
negative,' i think he cheating on me...will post story on @061004     T_T'
negative,' my show today at Tavern on the Green 4 Make Music NY is canceled due to rain... growl!!'
negative,' my sis left twilight at her fiances! boo! k thunderstorm waterfall it is. goodnight'
negative,' MY SON NOW IN COLOMBIA UNTIL AUGUST. I WONT SEE HIM TIL THEN. I MISS MY CHU CHU! BUT IM NOT GOING TO IRAQ!! YESSSSS!!!'
negative,' my thumb skin hurts coz its not there'
negative,' My thumbs hurt from cutting pappper.'
negative,' My tummy hurts.'
negative,' my tummy hurtsssss.'
negative,' my tummy really hurts now oh noes'
negative,' My turtle food! Its starving. ;( Im sorry, turtles. ;( I promise i buy tmr. ;('
negative,' my tv died ~Tim~'
positive,' My video is almost uploaded!'
negative,' my video being weird #ChuckMeMondays #chuck!!'
negative,' My wrists&amp;arms hurt.'
negative,' Need for speed High stakes doesn work with compatibility mode on. DAAMN YOU EA FOR MAKING A GOOD GAME THATS TO GOOD TO BE TRUUUEE'
negative,' net  won work, might aswell go to sleep.'
negative,' never again'
negative,' Never waking up late again missed an awesome dress T3T'
negative,'- new haircut, it shorter '
negative,' new moon trailer not as awesome as I hoped...'
negative,' new sandals were damaged in great fall yesterday...'
positive,' nice song..http://bit.ly/iCMV2'
negative,' NICK BRAUN TWITTER IS BEING BLOCKED!!!!!! I LOVE HIM!!!!!!!!!!!!!!!!!! THIS SUCKS!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!'
negative,' no &quot;the postal service&quot; on twitter.....'
negative,' no 1 follow me'
negative,' No Baseball Today (:  I Hate the Rain!!  It is May right?'
negative,' no B-ball 2day Gyms getting fixed'
negative,' no body will talk 2 me.     *cries*'
negative,' no bonfire but maybe Venice Beach with Steph or comedy club with Sean'
negative,' no chance...'
negative,' no dishwasher'
negative,' no job at target or party city. plan c. does anyone know how to make money without having to apply somewhere?'
negative,' no MMS on 2G iPhone!  Why does Apple say its a hardware limit when jailbroken iphones can, even my T68i from 2002 did it'
negative,' no more arrested development. i am sad.'
negative,' no naptime... being dragged to dinner. sigh! sleep sounds so good...'
negative,' no new anime releases tonight that I watch.'
negative,' no new svu for 3 months or so. *sniffs* I going to be so bored.'
negative,' No one is updatinggggggg /cry'
negative,' no one responded to my meetup for breakfast this morning at Carls Jr on 2nd, oh well, Il still go myself, only closer to 7:30.'
negative,' no one stays up as late as I do...'
negative,' No one to have dinner with...'
negative,' no ones talkin to me  my baby boyfriend is asleep D;D; im sad'
negative,' no Otalia today, but yeahhhhhhhhhh tomorrow'
negative,' no phone call, no text, nothing....12:30'
negative,' no room for standby flight. Now I gotta be here for 4 more hours.'
negative,' no swimming today, it raining. Guess Il get some reading done today, going to barnes and nobel for new books.'
negative,' no they are not.. stupid changes! Why they did last year and not this year?'
negative,' no transformers today! my ride stood me up can u believe this crap'
negative,' no work or school, because my ears are leaking'
negative,'-- I think I broke the heater'
positive,' i think i finally figured out how to twitter on my phone!'
negative,' I think I have a cavity...'
negative,' I think I pulled a nerve in my back putting together a shelf for bd. Would that be neuralgia?'
negative,' i think i going to be sick'
positive,' I think it would be fun'
negative,' i think ie killed my laptop'
negative,' I think people get out of bed in the mornings wondering how they can piss me off.'
positive,' I thought it would be like.. 2pm by now.'
negative,' i thought we might see real @GregGutfeld tattoos. #redeye'
negative,' i told my dad I love him this morning and he just said bye.'
negative,' I took the blame for everything that happened the other night. part bc I don want any1 in trouble, part bc idk the other peoples names!'
negative,' I wake up to something I did not want to read.'
negative,' I wanna be at Encounter  blah.'
negative,' i wanna go 2 sleep but i cant tear myself away from #bb10'
negative,' I wanna go home'
negative,' I wanna go to the apple store and get a free ipod from ryan leslie!'
negative,' I Wanna Play Dodgeball'
negative,' i wanna play scattergories at jean grae. left outttt.'
positive,' i wanna write some reviews of films &amp; music releases, so i go &amp; leave this place. Not for a long time of course.:]'
negative,' i want  my  mcfly  album  back'
negative,' i want a fob tee!'
negative,' i want a happy day'
negative,' I want a hug now ..'
negative,' I want a regular day'
negative,' I want all my friends back.'
negative,' I want it BACK NOW!: http://bit.ly/PP1WZ'
negative,' I want kisses, too.'
negative,' I want LinesVines and trying times now'
negative,' i want some change! Hos!'
positive,'- I want The Sims 3 soooo bad!!!'
negative,' I want to go on facebook. I can feel the notifications piling up. I don like it. Shit.'
negative,' I want to puke... . They have stolen my blood :ï¿½-('
negative,' I wanted the shiny shiny FA Cup. Berba can go away now, yesyes.'
negative,' I wanted to go cinema......'
negative,' i wanted to win but its allll good lol'
negative,' I was more interested in good python port for .net rather than java re: http://ff.im/396jG'
negative,' I was suppose to be mentality prepared for this but can help it get to me'
negative,' I went to the store. I woke up early and everything. THEY DIDN HAVE IT YET! OMG! I am so beyond pissed right now..'
negative,' i wish @ruebluestar192 was online right now so I could talk to him before I have to leave.. *hint hint*'
negative,' I wish he would talk to me and have a real conversation.'
negative,' I wish I could do somthing amazing. no tallent that i know of. apart from Lame jokes, &amp; my dolphine noise. Il let u know when i find it'
negative,' I wish I could forget ...'
positive,' i wish i had my tablet pen :c...'
negative,' i wish i lived in atlanta'
negative,' I wish I wasn on my way to work right now!'
negative,' I WISH MY BESTIEBYTCH WAS HERE AND NOT DEAD LEAVING ME ALL ALONE RIP AMIEE I HELLA MISS HER, SHE WAS THAT 1 PERSON WHO INDERSTOOD ALL'
negative,' i wish my bf realized how great i was'
negative,' i wish my mom didn cancel cable!!'
