ItemID,Sentiment,SentimentSource,SentimentText
2418,positive,Sentiment140, Honorary Hollywood Mom Mafia: @bostonmamas @PetiteMommy @blissnine @MomSquadBlog @all_moms @twitterparents @MomsofAmerica #FollowFriday
2419,negative,Sentiment140, hope it gets better soon @missjeffreestar
2420,negative,Sentiment140," hopefully I make it to next years parade. YES, THERE WILL BE ONE "
2421,positive,Sentiment140, How beautiful is Prince. Oh My Goodness
2422,negative,Sentiment140, How do I make my headache go away?
2423,negative,Sentiment140, How do you just ignore them when theyre online too? God I want my friend back!!!!! :(
2424,positive,Sentiment140, how i love the sun and its powers
2425,negative,Sentiment140,- how lame it is that I want my Scranton shirt so bad just so I can take a photo of Tim and I wearing our DM picnic shirts together
2426,positive,Sentiment140, how much do I love this...... Just stopped to grab a bite on the road and as we walk in.... Summertime came on &lt;3
2427,positive,Sentiment140, How everybody. I finna GO!  HOW ABOUT THEM APPLES =D
2428,negative,Sentiment140, http://bit.ly/MisVv  please find him ok. Can stand this tearing Ryry apart
2429,positive,Sentiment140, http://www.inimacopiilor.ro/campanie/campanie.php - pt copii
2430,negative,Sentiment140, Hubby went to pick up  my Fringe comics today @ store by his work. THAT store was out of business too. No comix in Houston. Have 2 Web.
2431,negative,Sentiment140, hungry and indecisive
2432,positive,Sentiment140, I also like this night. Il hibernate now.
2433,negative,Sentiment140,- I am burnt to a crisp.   Sunburn sucks!
2434,negative,Sentiment140, i am regretting getting that film developed... RIP
2435,negative,Sentiment140, i am so over it all.
2436,negative,Sentiment140, I am so worried......
2437,negative,Sentiment140,- I am wiv achey head
2438,negative,Sentiment140, I aways feel terrible when my friends get yelled at.
2439,negative,Sentiment140, i beeeeen sayin when my last days were heffer!!! lol lol next time forsure when u and @nessb0o graduate in 10 years
2440,positive,Sentiment140, i Call you
2441,negative,Sentiment140, i came home and didnt have anyone to tell how my day was to
2442,negative,Sentiment140," I can only think of one way to get out of this stupid loop of shitty moods, and I don wanna do it..."
2443,negative,Sentiment140," I cannot print from Ubuntu to my Samsung printer, something called Splix sucks this time."
2444,negative,Sentiment140, I cant believe it
2445,negative,Sentiment140, i can block people anymore! what wrong!
2446,negative,Sentiment140," i can drive myself to school until december, even though il be eighteen already. exception?"
2447,negative,Sentiment140, joe and stella. stop being so cute. i only know disney is tempting me with forbidden fruit.
2448,negative,Sentiment140,-- jon &amp; kate plus 8 on monday might make me really sad  ... stay together for the kidssssssss
2449,negative,Sentiment140, Jonas Brothers 3D Concert Movie is out on the 7th of May and i can go because of school interviews.  BUT iL see it sat!!(Hopefully)
2450,positive,Sentiment140," jonas brothers, cant wait!"
2451,positive,Sentiment140, Josh Groban music is my happy place.
2452,negative,Sentiment140, jst received sm profound words 4rm the last guy I dated... thx Chigo
2453,positive,Sentiment140, jus chillen with the homies on the west sieedahh
2454,negative,Sentiment140," just been taken into a pet shop with @staceynoir tarantulas and mini crocodiles, ah quite scared. But i want a bearded dragon."
2455,negative,Sentiment140, just busted my head on my friends windshield. i hurt.
2456,negative,Sentiment140, just came back from Memorial of a friend around 100-200 turned up. I so sad right now. RIP Tom
2457,negative,Sentiment140, just dropped my boi off at the airport. I feel as though the L word is coming and I resisting it.
2458,positive,Sentiment140," just finished writing australia and put it up at lifesaclimb, what an accomplishment."
2459,negative,Sentiment140, Just found out I don get to hear from my soldier for another week!!!
2460,negative,Sentiment140, Just found out my &quot;play play&quot; grand-daddy died...  RIP William Watson... Thanks 4 the memories!
2461,positive,Sentiment140, Just get some new clothes. Thx mom.
2462,positive,Sentiment140, Just got a notebook similar to a Moleskine. Looking forward to purchasing one in Hong Kong this summer.
2463,positive,Sentiment140, just got home. Wow that was actually fun
2464,negative,Sentiment140, just got served by a small minded jerk off. So much for being funny.
2465,positive,Sentiment140, just happy.that all i tweeting now
2466,negative,Sentiment140, just like I thought everyone is busy already. It now depends on lyss...
2467,negative,Sentiment140, just like that.
2468,negative,Sentiment140, just passed up going to my favorite bar with most of my favorite people because i hurt so bad  -otte-
2469,negative,Sentiment140, just really upset and drunk
2470,negative,Sentiment140, Just re-tanlined my basketball sock tanline. Ftl.
2471,positive,Sentiment140, just sat wit sis lookin on twitter  x
2472,positive,Sentiment140, just seen a frog on the sidewalk (:
2473,positive,Sentiment140, just soaked in the hot springs of Pagosa. So nice.
2474,positive,Sentiment140, Just started a twitter xD
2475,negative,Sentiment140, just trying to help
2476,negative,Sentiment140, just walked in on boyfriend trying to hang himself.  he okay.
2477,negative,Sentiment140, just watched the farrah facett story. i feel terrible for her :/
2478,negative,Sentiment140," just weighed self... still 59 kilos!! Damn you body, gain some fat!"
2479,negative,Sentiment140, just woke up..
2480,negative,Sentiment140," Karine Ruby, &quot;former Olympic snowboarding champion dies at 31.&quot; http://bit.ly/uKRBg"
2481,negative,Sentiment140, karly on bb...how ...fifian..?
2482,negative,Sentiment140, killer headache. Today was half good and half bad. Could use some good news.
2483,positive,Sentiment140,- Kris Lundberg is speaking at the Int Virginia Woolf Conference today at 4pm! Come to Lincoln Center and support her. 113 W. 60th St.
2484,negative,Sentiment140, kyokyo-chan isn real.... ): Yukyosukuji!&lt;3
2485,negative,Sentiment140, last day of holidays...I wanna cry. http://tinyurl.com/d8s778
2486,negative,Sentiment140, last day of holidays...I wanna cry. http://tinyurl.com/q8428o
2487,negative,Sentiment140, last day of school....
2488,negative,Sentiment140," last day of summer uniform, I HATE WINTER ,i got locked out side my locker today .. not cool all my teachers were like were r your books"
2489,negative,Sentiment140, i broke my microphone
2490,negative,Sentiment140, i burn my tounge
2491,negative,Sentiment140, I burned my quesadilla.
2492,negative,Sentiment140, i can believe i get sick on the first week of school.. 20 more days and then i outta there. ugh i hope i get better soon
2493,negative,Sentiment140, i cant believe you....
2494,negative,Sentiment140, i cant fall asleep.
2495,negative,Sentiment140, I can find pistachio ice cream at my store
2496,negative,Sentiment140, i cant go to miley cyrus tour 2009 because i would be on a wedding !
2497,negative,Sentiment140, i cant go to work until 7... that means 2 hours less... tear
2498,negative,Sentiment140, i cant guys. my computer got taken away    i on my moms phone
2499,negative,Sentiment140, I can play spymaster anymore. The page just keeps loading without ever actually doing so. So sad. WTF?!
2500,negative,Sentiment140, i cant see anything!!!!!! Im from spain and i cant see it!!! It isnt fair!
2501,positive,Sentiment140," i can stand Ravenna, but tonight it really nice."
2502,negative,Sentiment140, i cant stop being sad
2503,negative,Sentiment140," I can stop crying. I horrible to my husband and putting him off, I know, I feel like I driving him away  I can help it"
2504,positive,Sentiment140,- I can wait to JDM my RSXy  be ready to race this badass chick! Yall aint ready.
2505,negative,Sentiment140, i cant wait to shower off all the dust on my body from my room! ARGH
2506,negative,Sentiment140, I can waite to I have a hubby and little one to come home to
2507,negative,Sentiment140, i cant watch skins! mum is in the loungeroom she wont leave!
2508,negative,Sentiment140, I cantt sleep -averi tweeting from moms phone
2509,negative,Sentiment140, I changed my mind
2510,negative,Sentiment140, i could be at a movie right now with someone...
2511,positive,Sentiment140, i could cry at how nice dannys voice sounds on radio one (L)
2512,negative,Sentiment140, I couldn eat my strawberry ice cream. My tummy hurts.
2513,negative,Sentiment140," I couldn go to Tower Records to buy LINES,VINES AND TRYING TIMES.... "
2514,negative,Sentiment140, I COULDN HELP IT.
2515,negative,Sentiment140, I couldv taken a class from THE Ryan Feng... Sadness...Aw well! Ima learn from Mike Song and Tony Tran! Thassright people!
2516,negative,Sentiment140, I cut myself in like 3 different places. Sucky much.?
2517,positive,Sentiment140, i dare you to ask for it like that.
2518,negative,Sentiment140, i did not like the way i was awakened today
2519,negative,Sentiment140, I Didnt Expect My Niqht O2 End This Early..
2520,negative,Sentiment140," i didnt go shopping, but i am going to burbank again!"
2521,negative,Sentiment140, i didn know.
2522,negative,Sentiment140, i didn want justine to go...will sam ever get eliminated &gt;.&lt; #masterchef
2523,negative,Sentiment140," I dislike this immensely, i lol at the fact I can spell immensely... thank you Lauren haha"
2524,negative,Sentiment140, i don even know.
2525,negative,Sentiment140, i dont feel all that great. my head is gonna explode
2526,negative,Sentiment140, I don feel good again! Wth?
2527,negative,Sentiment140, i dont feel so good
2528,negative,Sentiment140, I don have any decent looking ones at all. I don want to wear mine and look like a big dork
2529,negative,Sentiment140, I dont have lunch money
2530,negative,Sentiment140," I don have the guts!!???,??!!!!"
2531,negative,Sentiment140, i dont know how to do that fringe braidy thing
2532,negative,Sentiment140, I don know what my problem is..:/
2533,negative,Sentiment140, I don know..
2534,negative,Sentiment140, I don like cleaning
2535,negative,Sentiment140, i dont like it when people dont text back ~Tim~
2536,negative,Sentiment140, I don think I can call myself &quot;prize winning&quot;
2537,negative,Sentiment140, I don think I was wrong no matter what nobody says I really didn want da bread I just wanted my pancakes didn want to waist da food
2538,negative,Sentiment140, I cant find my connector for my cameraa!!!  Where is itt?!?!?!?!
2539,negative,Sentiment140, I cant get ma rarse outa bed. I NEED 2 get sum work done!
2540,negative,Sentiment140, i cant get photos to save for my twitter layout...argh...
2541,negative,Sentiment140, I can get to sleep... I also doing some serious thinking... LK should do an album... #littlekuribohYGOASsoundtrackalbum anyone? =]
2542,negative,Sentiment140, I can open my YM account ! Grr.
2543,negative,Sentiment140," i cant sleep, i dont deserve this .... N you know it "
2544,negative,Sentiment140, I cant take the hurt...
2545,negative,Sentiment140, i can tell if he was crying.
2546,negative,Sentiment140, i can type! my mad typing skills are screwed! this damn papercut!
2547,negative,Sentiment140, i cant upload my pic...
2548,negative,Sentiment140, I can wait only 3 more days left.
2549,positive,Sentiment140, i cant wait to leave! lol
2550,negative,Sentiment140," I caught up. I WANT MOREEE! Ugh, fuck JAH-PAN, they need to produce more chapters so I can keep reading NARUTO &gt;:["
2551,negative,Sentiment140,- I could go to Italy in that time
2552,negative,Sentiment140, i cried over jon and kate ... i think that makes me pretty lame haha
2553,negative,Sentiment140, I cut my hair
2554,negative,Sentiment140, I didn get picked for any show!!! Boehoe!
2555,negative,Sentiment140, I didn go to school. Again. My head hurts so bad. Again. This sucks. Again.
2556,negative,Sentiment140," I do look like luda, ugh."
2557,negative,Sentiment140, i dont feel good at all my tummy and head hurts really bad (((
2558,negative,Sentiment140, I dont know how to get the output type from nast and tsp01 tables... but tomorrow i will find that
2559,negative,Sentiment140, I don know what I did. @myhaloromance
2560,negative,Sentiment140, I don know what to say but
2561,negative,Sentiment140, I don know what to wear....
2562,negative,Sentiment140, i don know...?
2563,negative,Sentiment140, I dont like strapless bras either.
2564,negative,Sentiment140, i dont like that phone anymore...
2565,negative,Sentiment140, i dont like the fact my gay best friend is in tears... â™¥
2566,negative,Sentiment140, i don like thunderstorms! just let me hide!
2567,negative,Sentiment140, i don like your livejournal because you don use fancy words like that in real life.
2568,negative,Sentiment140, I don really wanna do this...love stinks sometimes.
2569,negative,Sentiment140, i dont wanna wait 10 more dayss
2570,negative,Sentiment140, I dont want her to be mad at me. She is sooo sweet!
2571,negative,Sentiment140, i dont want to go to bed but im so tired
2572,negative,Sentiment140, i dont wanta go to school today.....
2573,negative,Sentiment140, I dontcthink I slept enough.
2574,negative,Sentiment140, i dontttttttttttt feeeeeeeeel goooood
2575,negative,Sentiment140, i feel bad now.
2576,negative,Sentiment140, i feel like a idiot yet again.
2577,negative,Sentiment140," i feel like freakin crying,"
2578,negative,Sentiment140, I feel like there school tomorrow. Most likely there will be.  NOOOOOOOO...
2579,negative,Sentiment140, i feel sad. Discouraged. Lonely. Unlucky.
2580,negative,Sentiment140, I feel so shitty! FML.
2581,negative,Sentiment140, i find no reason to keep on going anymore.
2582,negative,Sentiment140, i finished the cookies too fast... now i don have cookies for tomorrow... (
2583,positive,Sentiment140, I forgot how many great songs this mystery band had @AnnieLicious ? http://blip.fm/~5e7qp
2584,negative,Sentiment140," I forgot to put away my laundry earlier so my beds full of clothes. Guess its going on the floor. Dog hair is always in, yeah?"
2585,negative,Sentiment140, i get my flip-flops in a few days but i am not happy.
2586,positive,Sentiment140, I get to do a review for Katie and Nina and for Colette when it gets here...... LIFE IS GOOD!!!!
2587,positive,Sentiment140, I get to sleep in as late as I want tomorrow! I so excited!
2588,negative,Sentiment140, I got a D in foundation mock http://twitpic.com/7slt4
2589,negative,Sentiment140, i don think il be able to wear my hair extensions all week i don have enough time to put them on really busy week
2590,negative,Sentiment140, i dont understand twitter
2591,negative,Sentiment140, I don wanna go to work...
2592,negative,Sentiment140," I don wanna. What I do want, I can have... fun times."
2593,negative,Sentiment140, I don want a million followers and sending out the exact same tweet is annoying. How can people with 0 updates have followers? So sad.
2594,negative,Sentiment140, I don want to go to work
2595,negative,Sentiment140, i feel bad i woke you up!!! but thats awesome do it so i can be addicted to you too
2596,negative,Sentiment140," i feel bad. I love you sweetheart, more than anything!"
2597,negative,Sentiment140, i feel like my insides are slowly being torn from my body...
2598,negative,Sentiment140, i feel like shit
2599,negative,Sentiment140, i feel like such a loser.  i hate hills
2600,negative,Sentiment140, i feel lonely.
2601,positive,Sentiment140, i feel proud that took up the whole thing
2602,negative,Sentiment140, i feel really alone
2603,negative,Sentiment140," i feel really really really fucking sick, fml."
2604,negative,Sentiment140, I feel so disconnected without AIM. WORK DAMMIT.
2605,negative,Sentiment140,- I feel so naked without my Ipod
2606,negative,Sentiment140, I FEEL SO..... REPLACED.
2607,negative,Sentiment140," I feel terrible. Gosh, how do I manage to ruin it so quickly? Ie been home for an hour and Ie already messed something up!!!!"
2608,negative,Sentiment140, I feel the way this sign looks stay up twitter peeps
2609,negative,Sentiment140, i fell down the stairs LOL!  stoooopid straightener!
2610,negative,Sentiment140,- I felt really sad when I heard that Paul McCartney squirrel was going to be shot  Fortunately I got the w.. http://htxt.it/l/qKpSIk
2611,negative,Sentiment140, I found out my mum has got cancer off the womb and she was supposed to go for an operation on Saturday but she didn go and I feel upset
2612,negative,Sentiment140, i go on twitter nd find out he has a girl :(
2613,positive,Sentiment140, i got my eye on u! Lol
2614,negative,Sentiment140, I got scolded for not waiting and spending MORE to find my perfect storage solution...  saddies Guess I should have *hangs head*
2615,negative,Sentiment140, I got so scared tonight. Love you @kristengraham
2616,negative,Sentiment140, i got yelled at 4 helping the cats by my neighbor
2617,negative,Sentiment140, i got you anytime man. Just holla if you need me.
2618,positive,Sentiment140, i gotta remember to update more frequently i don have my blackberry it was so much easier  how is everyone doing?
2619,negative,Sentiment140, I guess all the finger-crossing in the world couldn help her.
2620,negative,Sentiment140, I guess I no Sherlock
2621,negative,Sentiment140, i had 107 followers when i went to bed now i have 102 what happen  it better not have been any of my VIP or maybe some non VIP got mad
2622,negative,Sentiment140, I had a bad thought
2623,negative,Sentiment140, i had a freaky dream last night
2624,negative,Sentiment140," I had to postpone the photoshoot. Stupid Wisconsin weather. Why can it be sunny? Working out, tanning, preschool grad night, then out!"
2625,positive,Sentiment140, I has a huge pack of giant buttons &amp; a bag of doritos.  @shinydan is fab! oh &amp; he brought me coffee and is making sausage butty for lunch
2626,negative,Sentiment140, i has no followers to message to
2627,negative,Sentiment140," I has sazzy cruddy disease, i feel so sicky!"
2628,negative,Sentiment140, i hate bad days.
2629,negative,Sentiment140,- I hate being offered an opportunity you know you can take... The right decision isn always the fun one
2630,negative,Sentiment140, I hate budget cut. It not making me happy.
2631,negative,Sentiment140, I hate fighting
2632,negative,Sentiment140, I hate how everything is so easy in OS X ...but at the same time...I love it. #OSX
2633,positive,Sentiment140,"- I GOT A,  6/A IN MY SPANISH EXAM!! Im Soo Happy "
2634,positive,Sentiment140, i got it nowww!!
2635,positive,Sentiment140, I GOT MAIL! yay for mail
2636,negative,Sentiment140, i got mosquito bites ALL OVER. is West Nile still a threat?! D:
2637,negative,Sentiment140, i got my hair confused with my curly noodles...
2638,negative,Sentiment140, i got scolded by my mother via skype. told me to go to sleep. doesn she know by now that her daughter is nocturnal.
2639,negative,Sentiment140, i got sun burned bad at work!
2640,negative,Sentiment140, i got the wrong damn monster. Ugghhh now i gotta go back to the shopette! at like.....4 in the morning. not pleased.
2641,positive,Sentiment140, i gotta take a whiz. lol
2642,negative,Sentiment140, i gotta work today
2643,negative,Sentiment140," I guess I see it differently. Jason told then he was removing the questions and Andrew responds to that, in the link you sent."
2644,negative,Sentiment140, I had 6 followers and I joined 2 days ago they un followed me! :1
2645,negative,Sentiment140, I had a feeling of impending doom &amp; then hear about this. NO GOOD. NO GOOD.
2646,positive,Sentiment140, i had a wonderful day with O.  Haight and Thai food.
2647,negative,Sentiment140, I had too many gummy octopus... The gummy hurt my tummy
2648,negative,Sentiment140, i has to do the dishes
2649,positive,Sentiment140, i has veggies tooo! lots of corm and peppers though and like 2 carrots
2650,negative,Sentiment140, i hate being in love. out of love. in love. hates it
2651,negative,Sentiment140, I hate germantown it keeps me from friends! Lols
2652,negative,Sentiment140," I hate it here. I hate everything. I don understand why we only fight when my dads here. Anywho, I might leave sunday night."
2653,negative,Sentiment140, i hate it when they wake me up with a wrong number and my step dad vacumming EVERY saturday morning.
2654,negative,Sentiment140, I hate muscle spasms. Fuck you spasms!!!!! http://twitpic.com/6e4a7
2655,negative,Sentiment140, I hate my job! I want to fly a plane soon! :  I hate my job! I want to fly a plane soon!  http://tinyurl.com/mm9wod
2656,negative,Sentiment140, I hate packing!
2657,negative,Sentiment140, i hate rain and people.
2658,negative,Sentiment140, i hate songs that will NEVER be my life.
2659,negative,Sentiment140, I hate the Rain! It puts a dampner on my sunday! I hope its gonna be sunny 2morrow! We need the good weather!
2660,negative,Sentiment140, I hate the scale.
2661,negative,Sentiment140, i hate this family. Save me!
2662,negative,Sentiment140, I hate watchinthis episode! Boulton the stations tough guy left frightened and angry - and in need of a HIV test after raid gone wrong!
2663,negative,Sentiment140, I hate when my bf beats da dogs. But I guess that the only way to teach these pitts.
2664,negative,Sentiment140, i hate when my boyfriend has a bad day!
2665,negative,Sentiment140, i hate work. havent done much today. im trying! i have artists block. cant draw
2666,negative,Sentiment140, i hate work. I so sorry Aly.
2667,positive,Sentiment140, I have already completed work on &quot;mechanisms&quot; that boredom ... Now I have to study the map of Africa! tomorrow..BASEBALL! its SO cool
2668,negative,Sentiment140," I have an appt, but u all should go hear about palimpsests &amp; other interesting things tomorrow @machineproject http://tinyurl.com/m6qxqa"
2669,negative,Sentiment140, I have no hair left trying to book train to Sheffield for Sun .. anyone ? I helping a pal fufill a dream to see Beyonce ... STRESS !
2670,negative,Sentiment140, i have one thing perfect going for me that i want. I have one bad thing not going for me at all that i want more than anything in the ...
2671,negative,Sentiment140, i have something to say thats going to keep you from smiling
2672,negative,Sentiment140, I have that sad and disappointed feeling in my gut...
2673,negative,Sentiment140, last day of weekend.
2674,negative,Sentiment140, Last day of year 11 today. Boswells 04-09 (L)
2675,positive,Sentiment140, LAST Day To Enter http://tinyurl.com/r3qhor
2676,negative,Sentiment140, last episode of buffy always makes me cryy
2677,negative,Sentiment140, last time seeing my kids. 2 of the greatest kids in the world.
2678,positive,Sentiment140, last tweet for the night!  VOTE for @GoodeMovement here: http://tinyurl.com/lv6969 and with that same determination... #squarespace!
2679,positive,Sentiment140, last tweet for the night! VOTE for @GoodeMovement here: http://tinyurl.com/lv6969 and with that same determination... #squarespace !!
2680,positive,Sentiment140, Laughter is one of the best things that God has given us
2681,negative,Sentiment140,- laying in bed b/c I have nothing to do!
2682,negative,Sentiment140, leaving florida want to live there forever! Texan*Girl
2683,positive,Sentiment140,"- leaving for Seattle in ~14 hours!! Just one more day of work to survive, then wee off  to celebrate 3 years of wedded bliss "
2684,negative,Sentiment140, leaving this hotel room sucks. They upgraded up to a two bedroom suite. Oh well.
2685,negative,Sentiment140, leaving tomorrow. miss home. mum incessantly whining to go shopping. i wanna stay home.
2686,negative,Sentiment140,- Legs feel worse than they did yesterday
2687,negative,Sentiment140, less and less people have been partying lately.
2688,negative,Sentiment140, lets get like icecream after to make u feel better!
2689,positive,Sentiment140, life is a mystery.!!! LOL freakin marriah.!!! LOL *blast off.!!* LOL
2690,positive,Sentiment140, life never ceases to amuse me. Wouldnt want it any other way!
2691,negative,Sentiment140, life sucks. but it would suck a lot more if i didn have the beautiful check yes gingerette to keep me company.
2692,positive,Sentiment140," lifes complete. all time low were a-fucking-mazing, disapointed that the venue didn let them sign though"
2693,negative,Sentiment140," listenin to trey songs, kanye west song say u will remix. Its only one her, I only want her."
2694,positive,Sentiment140, listening to @ddlovato music. ;) youe a trainwreck but i wouldn love you if you changed..
2695,positive,Sentiment140,- Listening to Metro Station Shake it remix...quite good
2696,negative,Sentiment140, LittleBoxOfEvil We are just like that
2697,positive,Sentiment140, LOL. @elieehinojas...have you seen my new presentation...
2698,negative,Sentiment140, lol@teedramoses
2699,negative,Sentiment140, Lola hurt her leg... Of course this happens the day before we leave...
2700,positive,Sentiment140, lolz  iT.SR|TCE|TBE|
2701,negative,Sentiment140, LONELY. lol. i so boredddddd
2702,negative,Sentiment140, long ride home and i am bored
2703,negative,Sentiment140, long week ahead!!! Another weekend off!!!
2704,positive,Sentiment140,"- long week ahead, but the good thing is we have the weekend to look forward to. "
2705,negative,Sentiment140, lookin up strippin classes
2706,negative,Sentiment140," looks like I have to take the bus home tonight. I really need a new car, BADLY..."
2707,negative,Sentiment140, Looks like Villarreal might not be making it to the Champions League next season.
2708,negative,Sentiment140, Losee Magic
2709,negative,Sentiment140, lost a follower -1. :/
2710,negative,Sentiment140, lost a follower! lol
2711,negative,Sentiment140, lost my spot in front of the heater
2712,negative,Sentiment140," lots of pics of clebs in teeny bikinis at the mo,well I feel like shamu today, salad for lunch and fruit, at least my baps are my own lol"
2713,positive,Sentiment140, love it
2714,negative,Sentiment140, lunch break=wasted. 23mins left to keep refreshing.
2715,negative,Sentiment140, M is bummed. i wish there was something i could do
2716,negative,Sentiment140, maaaann...well @ least u dnt hav 2 worry about this silly place nemore @shansopink ...ooo gurl they drive me insane n here...i hate rules
2717,negative,Sentiment140, I hate Mondays.
2718,negative,Sentiment140, I hate my job! I want to fly a plane soon!
2719,negative,Sentiment140, I hate the &quot;out-of-nowhere&quot; stuff...
2720,negative,Sentiment140, i hate this
2721,negative,Sentiment140, i hate this .. Goodnight. LOL http://tinyurl.com/olyvhe
2722,negative,Sentiment140, I hate this job
2723,negative,Sentiment140, i hate thunderstorms...   I don like the sound of thunder...
2724,negative,Sentiment140, i hate today (((
2725,negative,Sentiment140,- I hate waking up when youe in the middle of the best dream ever
2726,negative,Sentiment140, i hate work
2727,negative,Sentiment140, i hate you think you or talk you? i don`t like that !! now aunts b.day
2728,negative,Sentiment140, i have a cold!
2729,negative,Sentiment140, I have a headache.
2730,positive,Sentiment140," i have a new pictureee...i don have face buuut...it beatiful! aah the photograph is Sara, shee a great future how photograph haha"
2731,negative,Sentiment140," I have a sick @posty today. He has a headache, cough, sore throat.  He is curled up on the couch."
2732,negative,Sentiment140, i have a stomach ache.. and i think its from the ahi tuna i had at PF changs tonight.. something was just not right about it.
2733,positive,Sentiment140, i have an idea im going to get a gun go to taylor l house and kill him!! IM A VERY BAD GIRL x]
2734,negative,Sentiment140, I have heartburn...cheap pizza sauce
2735,negative,Sentiment140, I have never seen the Abbey Road thingy
2736,negative,Sentiment140, i have no deo left what am i going to doo i stink!
2737,negative,Sentiment140," I have rehearsals 10-4 today, and thenagain tomoro, and the next day, and the next, and then one more and I am finished with that school!"
2738,negative,Sentiment140, i have the flu i feel horrible... @roly50100150 please come home i feel bad
2739,negative,Sentiment140, I have to go back to work now!  not long till finishing time...
2740,negative,Sentiment140, i have to start studying for finals
2741,negative,Sentiment140, I haven start packing for a 7:00am flight! FML
2742,negative,Sentiment140, i hope this gets better..
2743,negative,Sentiment140, I hope youe okay &lt;3
2744,negative,Sentiment140," I jinxed my good mood, I say I happy and all that cause Nicks the father to sharons baby and now Farrah dies... didn know her but its"
2745,negative,Sentiment140, i juss wish hed talk...
2746,negative,Sentiment140, I just bought the 50 pack and so far only 4 out of 10 have worked out. These DVDs http://www.amazon.com/dp/B0007TJ58M
2747,negative,Sentiment140, I just color-edited 60 photos in Lightroom and used my external display and the color profile was wrong. Everything turned out bad. #FAIL
2748,positive,Sentiment140," I just don know how to begin this twitter thing. Anyway, I taking up my back subject this summer. Hope Il cope up."
2749,negative,Sentiment140, i just found my pet bird pidge. I was worried about her cos she likes to leave her cage and walk around cos she cant fly.. she died
2750,negative,Sentiment140, i just got a call form work saying more hours got cut
2751,negative,Sentiment140, i just got in the mood for a sad song... Boooo! two thumbs down
2752,positive,Sentiment140, i just got song a lullaby by none other than thee infamous matthew. xD i still can sleep but thanks for the effort.
2753,negative,Sentiment140, i just had a bad dream and now i afraid to go back to sleep.
2754,negative,Sentiment140, I just had to restore my iphone to its original settings...wtf apple...this sucks. I better not lose everything....
2755,negative,Sentiment140, i just hit my head gettiing into the car
2756,negative,Sentiment140, i just missed out on the hat pricing minigame....i hope i catch it next time!
2757,negative,Sentiment140, I just ran out of my favorite cologne...Who wants to buy me some more??
2758,negative,Sentiment140, i just realized i miss 11:11 dangggg
2759,negative,Sentiment140, i have to be at school for 8 in the morning.
2760,negative,Sentiment140, i have to go to my sisters now to look after vada so im not going to be able to talk properly to anyone for a while
2761,negative,Sentiment140,- I have to miss out on the Nashville night  at least there a Grease double feature on tonight...haha
2762,negative,Sentiment140, i have to wake up early 2morrow..Boo!!...first stop starbucks
2763,positive,Sentiment140, i have twitter on my phone now
2764,negative,Sentiment140, i havee to get up at 6 tomorrow blehh.
2765,negative,Sentiment140, I heard thunder... &amp; I think someone upset at me because I a str8 up blunt person... I need some advice on how not to be so blunt ha!
2766,negative,Sentiment140, i hope everyone is ok!
2767,negative,Sentiment140, i hope youe ok @EnchanteDMurDeR
2768,negative,Sentiment140, I hurt my wrist some how this morning and it really hurts
2769,negative,Sentiment140, i hurt so much :*( i wish i never went outside yesterday
2770,positive,Sentiment140, i joined twitter 24 January 2009. daayyuuummm. i thought it would have been in like april. lololol. hi mom.
2771,negative,Sentiment140, I just dont understand...
2772,positive,Sentiment140," I just found ACTUALLY AFFORDABLE Star Trek TOS action figures online! Kirk, Spock AND MCCOY for less than thirty bucks! Happy Trekkie."
2773,negative,Sentiment140, i just found out 2 of my gold fish died....  i named them Gerard and Mikey ....ok tomorrow i am getting new fish
2774,negative,Sentiment140, I just found out that california is a bust this year. Oh well next year it is
2775,negative,Sentiment140, I just got crop dusted.
2776,negative,Sentiment140, i just got shouted at...
2777,negative,Sentiment140, I just heard skins music and wants skins back on
2778,negative,Sentiment140, I just need an opportunity.
2779,negative,Sentiment140, i just realized i missed 11:11 dangggg
2780,positive,Sentiment140," I just ruined 4th Twilight book for my mom, YES, MY MOM! If I do nothing else today, I will feel fulfilled!"
2781,negative,Sentiment140, I just wanna feel better. Now I freezing!
2782,negative,Sentiment140," i just want to crawl in bed with some cough drops, tissue box, and put on a movie. (("
2783,negative,Sentiment140, I just want to sleep for once
2784,positive,Sentiment140,- I keep forgetting it is he apprentice final tonight. then i remember and get very excited
2785,negative,Sentiment140, I keep posting songs here and no one ever listens (I can tell ;) ) - jeez it tough being an unsuccessful songwriter!
2786,negative,Sentiment140, I killed my dill plant again. Why does this happen with dill? It is doing great then suddenly it dead. http://tinyurl.com/mlh4f5
2787,negative,Sentiment140, i knew this would happen !! i start feeling really ill and wouldn be able to sleep. it exactly the same as what happened friday &gt;:|
2788,negative,Sentiment140," I know @twitter not going to bother coding much for IE6, but having to pull up indiv tweets every time I reply is getting old. Fast."
2789,positive,Sentiment140, i know right? Lol
2790,positive,Sentiment140, I like feeling this way
2791,positive,Sentiment140, i like to be freelance
2792,positive,Sentiment140, i like you more
2793,negative,Sentiment140, I looked like Ie a needle poked through my nosey.
2794,negative,Sentiment140, i lost two followers
2795,positive,Sentiment140, i love being a fake rebel.Mmm... Kinda hungry.anyone want to do something?
2796,positive,Sentiment140, i love David Archuleta xD. i reaaallly want to see him in concert.
2797,negative,Sentiment140, I love him so much but our views are so different.
